,Province,date,numconf,numprob,numdeaths,numtotal,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
4137,BC,2020-12-08,38718,0.0,543.0,38718,240783.0,566,1.48,752.14,10.55,16.0,1.4,26.55,10278.0,199.66,10370.0,201.45,185.0,3.59,4824.0,93.71,86.0,1.67,689.0,13.39,12.0,0.24
4138,AB,2020-12-08,72028,0.0,640.0,72028,540821.0,1727,2.46,1628.9,14.47,9.0,0.89,28.31,20388.0,461.07,22492.0,508.65,148.0,3.35,12544.0,283.68,89.0,2.01,1792.0,40.53,13.0,0.29
4139,SK,2020-12-08,10596,0.0,66.0,10596,310925.0,185,1.78,898.97,5.6,6.0,0.62,44.0,4662.0,395.53,3713.0,315.01,29.0,2.46,1851.0,157.04,15.0,1.27,264.0,22.43,2.0,0.18
4140,MB,2020-12-08,19376,0.0,420.0,19376,273761.0,245,1.28,1404.81,30.45,13.0,2.17,27.76,5379.0,389.99,4818.0,349.32,172.0,12.47,2269.0,164.51,92.0,6.67,324.0,23.5,13.0,0.95
4141,ON,2020-12-08,130910,0.0,3848.0,130910,439808.0,1676,1.3,888.49,26.12,10.0,2.94,12.31,16111.0,109.35,24400.0,165.6,289.0,1.96,12711.0,86.27,145.0,0.98,1816.0,12.32,21.0,0.14
4142,QC,2020-12-08,154740,0.0,7313.0,154740,448648.0,1564,1.02,1804.64,85.29,36.0,4.73,9.6,14854.0,173.23,20410.0,238.03,426.0,4.97,11192.0,130.53,229.0,2.67,1599.0,18.65,33.0,0.38
4143,NL,2020-12-08,352,0.0,4.0,352,209551.0,1,0.28,67.42,0.77,0.0,1.14,7.95,28.0,5.36,29.0,5.55,0.0,0.0,13.0,2.49,0.0,0.0,2.0,0.36,0.0,0.0
4144,NB,2020-12-08,541,0.0,7.0,541,173543.0,5,0.93,69.23,0.9,0.0,1.29,15.16,82.0,10.49,91.0,11.64,0.0,0.0,33.0,4.22,0.0,0.0,5.0,0.6,0.0,0.0
4145,NS,2020-12-08,1383,0.0,65.0,1383,204398.0,7,0.51,141.22,6.64,0.0,4.7,5.64,78.0,7.96,156.0,15.93,0.0,0.0,68.0,6.94,0.0,0.0,10.0,0.99,0.0,0.0
4146,PEI,2020-12-08,84,0.0,0.0,84,396955.0,0,0.0,52.62,0.0,0.0,0.0,15.48,13.0,8.14,15.0,9.4,0.0,0.0,12.0,7.52,0.0,0.0,2.0,1.07,0.0,0.0
4147,YT,2020-12-08,58,0.0,1.0,58,154666.0,4,7.41,137.92,2.38,0.0,1.72,17.24,10.0,23.78,20.0,47.56,0.0,0.0,11.0,26.16,0.0,0.0,2.0,3.74,0.0,0.0
4148,NT,2020-12-08,15,0.0,0.0,15,172760.0,0,0.0,33.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4149,NU,2020-12-08,220,0.0,0.0,220,143217.0,1,0.46,559.04,0.0,0.0,0.0,20.0,44.0,111.81,76.0,193.12,0.0,0.0,38.0,96.56,0.0,0.0,5.0,13.79,0.0,0.0
4151,CAN,2020-12-08,429034,0.0,12907.0,429034,400752.0,5981,1.41,1128.88,33.96,90.0,3.01,16.76,71927.0,189.26,86590.0,227.84,1249.0,3.29,45566.0,119.89,656.0,1.73,6509.0,17.13,94.0,0.25
4152,BC,2020-12-09,39337,0.0,559.0,39337,242088.0,619,1.6,764.16,10.86,16.0,1.42,26.26,10330.0,200.67,10251.0,199.14,188.0,3.65,4609.0,89.53,90.0,1.75,658.0,12.79,13.0,0.25
4153,AB,2020-12-09,73488,0.0,653.0,73488,545162.0,1460,2.03,1661.92,14.77,13.0,0.89,27.49,20199.0,456.8,22687.0,513.06,153.0,3.46,12319.0,278.59,92.0,2.08,1760.0,39.8,13.0,0.3
4154,SK,2020-12-09,10898,0.0,71.0,10898,312923.0,302,2.85,924.59,6.02,5.0,0.65,43.18,4706.0,399.26,3851.0,326.72,34.0,2.88,1916.0,162.55,18.0,1.53,274.0,23.22,3.0,0.22
4155,MB,2020-12-09,19655,0.0,438.0,19655,275481.0,279,1.44,1425.04,31.76,18.0,2.23,27.21,5348.0,387.74,4748.0,344.24,182.0,13.2,2271.0,164.65,96.0,6.96,324.0,23.52,14.0,0.99
4156,ON,2020-12-09,132800,0.0,3876.0,132800,442468.0,1890,1.44,901.32,26.31,28.0,2.92,12.09,16049.0,108.92,24917.0,169.11,282.0,1.91,12878.0,87.4,138.0,0.94,1840.0,12.49,20.0,0.13
4157,QC,2020-12-09,156468,0.0,7349.0,156468,451528.0,1728,1.12,1824.79,85.71,36.0,4.7,9.86,15427.0,179.92,21038.0,245.35,434.0,5.06,11406.0,133.02,224.0,2.61,1629.0,19.0,32.0,0.37
4158,NL,2020-12-09,353,0.0,4.0,353,210843.0,1,0.28,67.61,0.77,0.0,1.13,5.67,20.0,3.83,29.0,5.55,0.0,0.0,13.0,2.49,0.0,0.0,2.0,0.36,0.0,0.0
4159,NB,2020-12-09,542,0.0,7.0,542,174493.0,1,0.18,69.36,0.9,0.0,1.29,13.65,74.0,9.47,89.0,11.39,0.0,0.0,28.0,3.58,0.0,0.0,4.0,0.51,0.0,0.0
4160,NS,2020-12-09,1389,0.0,65.0,1389,205255.0,6,0.43,141.83,6.64,0.0,4.68,5.11,71.0,7.25,146.0,14.91,0.0,0.0,57.0,5.82,0.0,0.0,8.0,0.83,0.0,0.0
4161,PEI,2020-12-09,84,0.0,0.0,84,401460.0,0,0.0,52.62,0.0,0.0,0.0,15.48,13.0,8.14,14.0,8.77,0.0,0.0,12.0,7.52,0.0,0.0,2.0,1.07,0.0,0.0
4162,YT,2020-12-09,58,0.0,1.0,58,155688.0,0,0.0,137.92,2.38,0.0,1.72,17.24,10.0,23.78,19.0,45.18,0.0,0.0,9.0,21.4,0.0,0.0,1.0,3.06,0.0,0.0
4163,NT,2020-12-09,15,0.0,0.0,15,174509.0,0,0.0,33.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4164,NU,2020-12-09,229,0.0,0.0,229,143877.0,9,4.09,581.91,0.0,0.0,0.0,20.96,48.0,121.97,74.0,188.04,0.0,0.0,36.0,91.48,0.0,0.0,5.0,13.07,0.0,0.0
4166,CAN,2020-12-09,435329,0.0,13023.0,435329,403321.0,6295,1.47,1145.44,34.27,116.0,2.99,16.61,72295.0,190.22,87863.0,231.19,1273.0,3.35,45554.0,119.86,658.0,1.73,6508.0,17.12,94.0,0.25
4167,BC,2020-12-10,40060,0.0,587.0,40060,244546.0,723,1.84,778.21,11.4,28.0,1.47,26.27,10525.0,204.46,10087.0,195.95,203.0,3.94,4639.0,90.12,106.0,2.06,663.0,12.87,15.0,0.29
4168,AB,2020-12-10,75054,0.0,666.0,75054,548983.0,1566,2.13,1697.33,15.06,13.0,0.89,26.86,20163.0,455.98,23176.0,524.12,156.0,3.53,12031.0,272.08,91.0,2.06,1719.0,38.87,13.0,0.29
4169,SK,2020-12-10,11222,0.0,75.0,11222,315169.0,324,2.97,952.08,6.36,4.0,0.67,41.71,4681.0,397.14,3860.0,327.48,35.0,2.97,1979.0,167.9,21.0,1.78,283.0,23.99,3.0,0.25
4170,MB,2020-12-10,19947,0.0,451.0,19947,277188.0,292,1.49,1446.21,32.7,13.0,2.26,26.97,5380.0,390.06,4659.0,337.79,185.0,13.41,2196.0,159.22,98.0,7.11,314.0,22.75,14.0,1.02
